Emp ID,work life balance,job satisfaction,Environment satisfaction
883,excellent,very high,satisfied
884,excellent,high,Very Dissatisfied
885,good,very high,High satisfied
886,excellent,very high,Very Dissatisfied
887,excellent,very high,Very Dissatisfied
888,good,very high,High satisfied
889,good,high,satisfied
890,good,high,Very Dissatisfied
891,excellent,very high,High satisfied
892,excellent,very high,Very Dissatisfied
893,excellent,very high,High satisfied
894,excellent,very high,satisfied
895,good,Medium,Very Dissatisfied
896,excellent,Medium,High satisfied
897,good,very high,satisfied
898,excellent,very high,Very Dissatisfied
899,excellent,very high,Very Dissatisfied
900,excellent,very high,Very Dissatisfied
901,excellent,very high,High satisfied
902,excellent,very high,satisfied
903,excellent,very high,High satisfied
904,excellent,very high,satisfied
905,good,very high,Very Dissatisfied
906,excellent,very high,High satisfied
907,excellent,high,High satisfied
908,fair,very high,Very Dissatisfied
909,good,high,Very Dissatisfied
910,fair,high,satisfied
911,good,very high,satisfied
912,excellent,high,Extremely Satisfied
913,good,very high,Very Dissatisfied
914,good,very high,satisfied
915,excellent,very high,Very Dissatisfied
916,good,very high,Very Dissatisfied
917,excellent,very high,Very Dissatisfied
918,excellent,Medium,Very Dissatisfied
919,fair,high,Very Dissatisfied
920,good,very high,satisfied
921,good,very high,Very Dissatisfied
922,excellent,very high,Very Dissatisfied
923,excellent,very high,satisfied
924,good,high,High satisfied
925,fair,very high,High satisfied
926,excellent,very high,High satisfied
927,good,very high,satisfied
928,excellent,Medium,Very Dissatisfied
929,excellent,very high,High satisfied
930,excellent,very high,High satisfied
931,excellent,very high,satisfied
932,excellent,very high,satisfied
933,good,very high,High satisfied
934,excellent,very high,High satisfied
935,fair,very high,High satisfied
936,excellent,very high,Very Dissatisfied
937,excellent,high,Very Dissatisfied
938,excellent,high,satisfied
939,good,very high,High satisfied
940,excellent,high,High satisfied
941,excellent,high,Very Dissatisfied
942,good,Medium,High satisfied
943,excellent,very high,Very Dissatisfied
944,excellent,very high,High satisfied
945,excellent,very high,satisfied
946,excellent,very high,satisfied
947,good,high,satisfied
948,good,very high,Very Dissatisfied
949,excellent,very high,High satisfied
950,fair,very high,Very Dissatisfied
951,excellent,very high,Very Dissatisfied
952,good,very high,Very Dissatisfied
953,good,very high,Very Dissatisfied
954,excellent,very high,Very Dissatisfied
955,excellent,Medium,High satisfied
956,good,high,Very Dissatisfied
957,good,very high,Very Dissatisfied
958,good,very high,Very Dissatisfied
959,good,high,High satisfied
960,good,very high,High satisfied
961,good,very high,Very Dissatisfied
962,fair,very high,satisfied
963,excellent,very high,satisfied
964,fair,very high,Very Dissatisfied
965,fair,very high,Very Dissatisfied
966,good,very high,High satisfied
967,good,very high,Very Dissatisfied
968,excellent,very high,satisfied
969,excellent,very high,High satisfied
970,excellent,very high,Very Dissatisfied
971,excellent,very high,High satisfied
972,excellent,very high,Very Dissatisfied
973,good,very high,satisfied
974,good,very high,Very Dissatisfied
975,good,high,Very Dissatisfied
976,fair,very high,satisfied
977,excellent,very high,High satisfied
978,excellent,very high,Very Dissatisfied
979,good,very high,High satisfied
980,excellent,very high,High satisfied
981,excellent,very high,satisfied
982,excellent,Medium,Very Dissatisfied
983,good,Medium,High satisfied
984,excellent,very high,satisfied
985,good,very high,satisfied
986,good,very high,Very Dissatisfied
987,excellent,high,Extremely Satisfied
988,excellent,very high,High satisfied
989,excellent,very high,Very Dissatisfied
990,excellent,very high,Very Dissatisfied
991,fair,very high,satisfied
992,excellent,high,satisfied
993,fair,high,Very Dissatisfied
994,excellent,high,High satisfied
995,good,very high,Very Dissatisfied
996,excellent,high,satisfied
997,excellent,very high,Very Dissatisfied
998,fair,very high,satisfied
999,excellent,very high,satisfied
1000,good,very high,Very Dissatisfied
1001,good,very high,High satisfied
1002,excellent,very high,Very Dissatisfied
1003,excellent,high,Very Dissatisfied
1004,excellent,high,satisfied
1005,excellent,very high,High satisfied
1006,good,very high,High satisfied
1007,good,high,High satisfied
1008,excellent,very high,Very Dissatisfied
1009,excellent,Medium,High satisfied
1010,excellent,very high,satisfied
1011,excellent,very high,Very Dissatisfied
1012,good,very high,satisfied
1013,good,very high,Very Dissatisfied
1014,excellent,very high,High satisfied
1015,excellent,very high,High satisfied
1016,good,very high,High satisfied
1017,excellent,very high,Very Dissatisfied
1018,excellent,Medium,Very Dissatisfied
1019,excellent,very high,Very Dissatisfied
1020,excellent,very high,Very Dissatisfied
1021,fair,high,High satisfied
1022,excellent,very high,Very Dissatisfied
1023,excellent,very high,satisfied
1024,excellent,very high,Very Dissatisfied
1025,excellent,Medium,satisfied
1026,excellent,very high,Very Dissatisfied
1027,good,very high,High satisfied
1028,excellent,Medium,Very Dissatisfied
1029,excellent,very high,Very Dissatisfied
1030,excellent,very high,satisfied
1031,excellent,high,Very Dissatisfied
1032,fair,high,satisfied
1033,excellent,very high,Very Dissatisfied
1034,good,very high,Very Dissatisfied
1035,excellent,very high,satisfied
1036,good,very high,High satisfied
1037,excellent,very high,High satisfied
1038,fair,very high,High satisfied
1039,excellent,very high,High satisfied
1040,excellent,very high,satisfied
1041,excellent,very high,satisfied
1042,good,very high,satisfied
1043,excellent,very high,satisfied
1044,excellent,very high,Very Dissatisfied
1045,excellent,high,Very Dissatisfied
1046,excellent,high,Very Dissatisfied
1047,excellent,very high,satisfied
1048,good,very high,Very Dissatisfied
1049,excellent,very high,Very Dissatisfied
1050,good,high,satisfied
1051,excellent,very high,satisfied
1052,good,very high,Very Dissatisfied
1053,excellent,very high,satisfied
1054,excellent,high,High satisfied
1055,excellent,Medium,Very Dissatisfied
1056,fair,very high,High satisfied
1057,good,high,Very Dissatisfied
1058,excellent,very high,satisfied
1059,fair,very high,satisfied
1060,fair,Medium,High satisfied
1061,excellent,high,Very Dissatisfied
1062,good,Medium,satisfied
1063,good,high,satisfied
1064,good,very high,Very Dissatisfied
1065,excellent,very high,Very Dissatisfied
1066,excellent,high,Extremely Satisfied
1067,excellent,very high,satisfied
1068,good,very high,satisfied
1069,excellent,very high,Extremely Satisfied
1070,fair,Medium,Very Dissatisfied
1071,good,very high,Very Dissatisfied
1072,fair,Medium,Very Dissatisfied
1073,excellent,very high,Very Dissatisfied
1074,excellent,very high,Very Dissatisfied
1075,good,high,High satisfied
1076,excellent,high,Very Dissatisfied
1077,excellent,high,High satisfied
1078,excellent,very high,High satisfied
1079,excellent,very high,Extremely Satisfied
1080,excellent,very high,Very Dissatisfied
1081,good,high,Very Dissatisfied
1082,fair,Medium,satisfied
1083,excellent,very high,High satisfied
1084,excellent,very high,satisfied
1085,good,Medium,Very Dissatisfied
1086,good,very high,satisfied
1087,fair,very high,High satisfied
1088,good,very high,satisfied
1089,fair,high,Very Dissatisfied
1090,fair,very high,satisfied
1091,excellent,Medium,satisfied
1092,good,very high,Very Dissatisfied
1093,excellent,very high,High satisfied
1094,fair,very high,satisfied
1095,excellent,very high,Very Dissatisfied
1096,good,very high,High satisfied
1097,excellent,very high,satisfied
1098,good,very high,Very Dissatisfied
1099,good,very high,High satisfied
1100,excellent,very high,Very Dissatisfied
1101,excellent,high,Extremely Satisfied
1102,excellent,very high,Very Dissatisfied
1103,fair,very high,High satisfied
1104,fair,very high,satisfied
1105,good,very high,Very Dissatisfied
1106,excellent,very high,satisfied
1107,good,high,satisfied
1108,excellent,high,satisfied
1109,excellent,very high,High satisfied
1110,fair,high,Very Dissatisfied
1111,excellent,very high,satisfied
1112,good,very high,satisfied
1113,excellent,high,Very Dissatisfied
1114,excellent,very high,Very Dissatisfied
1115,fair,very high,satisfied
1116,excellent,high,satisfied
1117,good,Medium,Very Dissatisfied
1118,good,very high,Very Dissatisfied
1119,excellent,very high,Very Dissatisfied
1120,excellent,very high,satisfied
1121,excellent,very high,High satisfied
1122,excellent,very high,satisfied
1123,excellent,very high,satisfied
1124,good,very high,Very Dissatisfied
1125,excellent,very high,Very Dissatisfied
1126,excellent,Medium,satisfied
1127,good,Medium,satisfied
1128,excellent,high,High satisfied
1129,good,very high,High satisfied
1130,good,very high,Very Dissatisfied
1131,excellent,very high,Very Dissatisfied
1132,excellent,Medium,satisfied
1133,excellent,high,Very Dissatisfied
1134,excellent,very high,Very Dissatisfied
1135,fair,very high,satisfied
1136,good,high,satisfied
1137,excellent,very high,Very Dissatisfied
1138,good,very high,High satisfied
1139,good,very high,satisfied
1140,excellent,very high,Very Dissatisfied
1141,excellent,very high,High satisfied
1142,fair,very high,satisfied
1143,excellent,high,Very Dissatisfied
1144,excellent,very high,High satisfied
1145,excellent,Medium,Very Dissatisfied
1146,excellent,very high,Very Dissatisfied
1147,good,Medium,Very Dissatisfied
1148,excellent,Medium,Very Dissatisfied
1149,excellent,high,Very Dissatisfied
1150,good,very high,High satisfied
1151,good,very high,Extremely Satisfied
1152,fair,very high,Very Dissatisfied
1153,excellent,very high,Very Dissatisfied
1154,fair,very high,satisfied
1155,excellent,high,High satisfied
1156,good,Medium,High satisfied
1157,excellent,very high,Very Dissatisfied
1158,good,very high,High satisfied
1159,excellent,Medium,satisfied
1160,excellent,high,High satisfied
1161,excellent,high,Very Dissatisfied
1162,excellent,very high,satisfied
1163,excellent,very high,Extremely Satisfied
1164,good,very high,Very Dissatisfied
1165,good,very high,Very Dissatisfied
1166,fair,very high,satisfied
1167,excellent,high,satisfied
1168,excellent,high,satisfied
1169,excellent,Medium,Very Dissatisfied
1170,excellent,very high,High satisfied
1171,excellent,very high,High satisfied
1172,good,very high,satisfied
1173,good,very high,Very Dissatisfied
1174,excellent,very high,Very Dissatisfied
1175,excellent,very high,satisfied
1176,excellent,high,Very Dissatisfied
1177,excellent,very high,satisfied
1178,excellent,Medium,Very Dissatisfied
1179,good,Medium,satisfied
1180,excellent,Medium,Very Dissatisfied
1181,excellent,high,Very Dissatisfied
1182,excellent,very high,satisfied
1183,excellent,Medium,satisfied
1184,good,very high,Very Dissatisfied
1185,fair,very high,High satisfied
1186,excellent,Medium,High satisfied
1187,excellent,very high,Extremely Satisfied
1188,excellent,very high,satisfied
1189,good,Medium,High satisfied
1190,fair,very high,Very Dissatisfied
1191,good,very high,Very Dissatisfied
1192,excellent,Medium,Very Dissatisfied
1193,excellent,very high,Very Dissatisfied
1194,excellent,very high,High satisfied
1195,excellent,very high,High satisfied
1196,good,high,Very Dissatisfied
1197,fair,high,High satisfied
1198,good,very high,Very Dissatisfied
1199,excellent,very high,Extremely Satisfied
1200,excellent,very high,Very Dissatisfied
1201,good,very high,Very Dissatisfied
1202,good,very high,High satisfied
1203,excellent,very high,Very Dissatisfied
1204,excellent,high,Very Dissatisfied
1205,excellent,very high,satisfied
1206,good,very high,satisfied
1207,good,very high,satisfied
1208,excellent,high,satisfied
1209,excellent,very high,Very Dissatisfied
1210,fair,very high,Very Dissatisfied
1211,excellent,Medium,satisfied
1212,excellent,very high,satisfied
1213,excellent,very high,satisfied
1214,excellent,Medium,High satisfied
1215,excellent,very high,Very Dissatisfied
1216,good,very high,High satisfied
1217,good,very high,High satisfied
1218,good,very high,Very Dissatisfied
1219,excellent,very high,Very Dissatisfied
1220,good,very high,Very Dissatisfied
1221,good,very high,Very Dissatisfied
1222,excellent,very high,Very Dissatisfied
1223,excellent,very high,satisfied
1224,fair,very high,High satisfied
1225,fair,high,Very Dissatisfied
1226,fair,high,Very Dissatisfied
1227,excellent,very high,Very Dissatisfied
